"7,16,3,1,1,4,3,256",0.00E+00,
"7,8,3,1,1,16,3,256",0.00E+00,
"7,8,3,1,1,9,3,256",0.00E+00,
"7,8,3,1,1,8,3,256",0.00E+00,
"7,8,3,1,1,4,3,256",0.00E+00,
"7,4,3,1,1,16,3,256",0.00E+00,
"7,4,3,1,1,9,3,256",0.00E+00,
"7,4,3,1,1,8,3,256",0.00E+00,
"7,4,3,1,1,4,3,256",0.00E+00,
"7,2,3,1,1,16,3,256",0.00E+00,
"7,2,3,1,1,9,3,256",0.00E+00,
"7,2,3,1,1,8,3,256",0.00E+00,
"7,2,3,1,1,4,3,256",0.00E+00,
"7,1,3,1,1,16,3,256",0.00E+00,
"7,1,3,1,1,9,3,256",0.00E+00,
"7,1,3,1,1,8,3,256",0.00E+00,
"7,1,3,1,1,4,3,256",0.00E+00,
"0,32,3,1,1,16,96,96",5.41E+06,
"0,32,3,1,1,9,96,96",1.07E+07,
"0,32,3,1,1,8,96,96",1.07E+07,
"0,32,3,1,1,4,96,96",2.13E+07,
"0,16,3,1,1,16,96,96",5.41E+06,
"0,16,3,1,1,9,96,96",2.68E+06,
"0,16,3,1,1,8,96,96",2.68E+06,
"0,16,3,1,1,4,96,96",5.33E+06,
"0,8,3,1,1,16,96,96",1.35E+06,
"0,8,3,1,1,9,96,96",6.70E+05,
"0,8,3,1,1,8,96,96",6.70E+05,
"0,8,3,1,1,4,96,96",1.33E+06,
"0,4,3,1,1,16,96,96",3.38E+05,
"0,4,3,1,1,9,96,96",1.67E+05,
"0,4,3,1,1,8,96,96",1.67E+05,
"0,4,3,1,1,4,96,96",3.33E+05,
"0,2,3,1,1,16,96,96",8.45E+04,
"0,2,3,1,1,9,96,96",1.67E+05,
"0,2,3,1,1,8,96,96",1.67E+05,
"0,2,3,1,1,4,96,96",3.33E+05,
"0,1,3,1,1,16,96,96",8.31E+04,
"0,1,3,1,1,9,96,96",8.31E+04,
"0,1,3,1,1,8,96,96",8.31E+04,
"0,1,3,1,1,4,96,96",8.31E+04,
"0,32,3,1,1,16,256,256",3.80E+07,
"0,32,3,1,1,9,256,256",7.58E+07,
"0,32,3,1,1,8,256,256",7.58E+07,
"0,32,3,1,1,4,256,256",1.51E+08,
"0,16,3,1,1,16,256,256",9.50E+06,
"0,16,3,1,1,9,256,256",1.89E+07,
"0,16,3,1,1,8,256,256",1.89E+07,
"0,16,3,1,1,4,256,256",3.78E+07,
"0,8,3,1,1,16,256,256",2.38E+06,
"0,8,3,1,1,9,256,256",4.74E+06,
"0,8,3,1,1,8,256,256",4.74E+06,
"0,8,3,1,1,4,256,256",9.45E+06,
"0,4,3,1,1,16,256,256",2.38E+06,
"0,4,3,1,1,9,256,256",1.18E+06,
"0,4,3,1,1,8,256,256",1.18E+06,
"0,4,3,1,1,4,256,256",2.36E+06,
